Date,City,Year,Month,Temperature_at_2m,Relative_Humidity_at_2m,Surface_Pressure,Wind_Speed_at_2m,Monthly_Precipitation,Rolling_3Month_Precipitation,SPI_3,Year_Month
2000-07-01,Taif,2000,7,34.40064516129033,28.023225806451613,94.52387096774194,3.108064516129032,0.05,0.05,-1.2531823140403984,2000-07
2000-08-01,Taif,2000,8,33.42709677419355,36.47193548387097,94.6,3.0051612903225804,0.06,0.11,-0.5954360052747392,2000-08
2000-09-01,Taif,2000,9,33.357,24.6,94.86833333333334,2.942333333333333,0.0,0.11,-0.685698723784977,2000-09
2000-10-01,Taif,2000,10,29.924193548387095,34.59903225806451,95.22322580645161,2.6954838709677422,0.51,0.5700000000000001,-0.6375667013023916,2000-10
2000-11-01,Taif,2000,11,26.144333333333336,51.268,95.35466666666666,2.5260000000000002,2.34,2.8499999999999996,-0.4139934160688728,2000-11
2000-12-01,Taif,2000,12,22.649677419354838,51.049677419354836,95.53806451612903,2.5206451612903225,1.37,4.22,-0.4834559274174149,2000-12
2001-01-01,Taif,2001,1,20.98225806451613,42.44741935483871,95.55645161290323,2.5783870967741938,0.0,3.71,-0.7155911980934888,2001-01
2001-02-01,Taif,2001,2,22.814285714285713,45.652142857142856,95.40285714285714,2.5967857142857143,0.0,1.37,-0.8165655729376871,2001-02
2001-03-01,Taif,2001,3,26.330000000000002,37.469032258064516,95.22548387096774,3.005483870967742,2.2800000000000002,2.2800000000000002,-0.5369442723032822,2001-03
2001-04-01,Taif,2001,4,29.968666666666664,29.968999999999998,95.11666666666666,2.963,0.05,2.33,-0.5489210894674239,2001-04
2001-05-01,Taif,2001,5,32.917096774193546,22.08677419354839,94.91258064516128,2.8448387096774193,0.0,2.33,-0.7782686523594512,2001-05
2001-06-01,Taif,2001,6,34.218666666666664,14.179333333333334,94.73533333333333,3.4196666666666666,0.0,0.05,-1.879273540457946,2001-06
2001-07-01,Taif,2001,7,33.413548387096775,24.258064516129032,94.69903225806452,3.3029032258064515,0.0,0.0,-2.00042356910598,2001-07
2001-08-01,Taif,2001,8,33.380967741935486,39.336451612903225,94.72,3.164516129032258,0.0,0.0,-1.408135641148089,2001-08
2001-09-01,Taif,2001,9,33.564,33.321999999999996,94.912,2.7456666666666667,0.09000000000000001,0.09000000000000001,-0.719671155934326,2001-09
2001-10-01,Taif,2001,10,30.642258064516128,34.31806451612903,95.20064516129031,2.5325806451612904,3.36,3.4499999999999997,-0.01989194902903894,2001-10
2001-11-01,Taif,2001,11,26.023000000000003,43.510999999999996,95.50399999999999,2.457333333333333,1.09,4.54,-0.20879978170427607,2001-11
2001-12-01,Taif,2001,12,24.016451612903225,57.43451612903226,95.54774193548387,2.2480645161290322,14.040000000000001,18.490000000000002,0.42460016168747905,2001-12
2002-01-01,Taif,2002,1,20.463225806451614,47.77483870967742,95.62290322580645,2.6232258064516127,4.08,19.21,0.35851659187668605,2002-01
2002-02-01,Taif,2002,2,23.875357142857144,45.786071428571425,95.50428571428571,2.9725,2.5399999999999996,20.66,0.8384829315290783,2002-02
2002-03-01,Taif,2002,3,26.194193548387098,37.00483870967742,95.22548387096774,3.1793548387096773,1.46,8.08,0.22271112770435972,2002-03
2002-04-01,Taif,2002,4,28.728,30.62633333333333,95.09266666666667,3.1689999999999996,0.04,4.039999999999999,-0.2893250944354768,2002-04
2002-05-01,Taif,2002,5,32.041612903225804,19.89258064516129,94.91967741935483,2.716774193548387,0.0,1.5,-0.9805308729778422,2002-05
2002-06-01,Taif,2002,6,34.330666666666666,18.055666666666664,94.75066666666666,3.6896666666666667,0.63,0.67,-1.101044009834288,2002-06
2002-07-01,Taif,2002,7,35.35612903225806,21.983870967741936,94.70838709677419,3.2648387096774196,0.0,0.63,-0.6730145472166189,2002-07
2002-08-01,Taif,2002,8,34.7541935483871,26.71709677419355,94.72548387096775,3.109677419354839,0.18,0.81,-0.22050025661391467,2002-08
2002-09-01,Taif,2002,9,33.79833333333333,29.166666666666668,95.02833333333334,2.865333333333333,0.03,0.21,-0.5649849464124861,2002-09
2002-10-01,Taif,2002,10,29.931290322580644,34.85645161290322,95.25709677419354,2.608709677419355,0.0,0.21,-0.8720512711226155,2002-10
2002-11-01,Taif,2002,11,26.897,46.239000000000004,95.43566666666668,2.570333333333333,32.35,32.38,1.0769684520917537,2002-11
2002-12-01,Taif,2002,12,21.65032258064516,58.39483870967742,95.60483870967742,2.258387096774194,0.18,32.53,0.9036952296468144,2002-12
2003-01-01,Taif,2003,1,22.201612903225808,47.01483870967742,95.62548387096774,2.5716129032258066,0.63,33.160000000000004,0.8746710417488346,2003-01
2003-02-01,Taif,2003,2,23.633214285714285,45.837857142857146,95.41428571428571,2.7725,0.2,1.01,-0.9354452889048399,2003-02
2003-03-01,Taif,2003,3,25.182580645161288,38.90225806451613,95.30419354838709,3.0248387096774194,0.0,0.8300000000000001,-0.9778153640175742,2003-03
2003-04-01,Taif,2003,4,29.489333333333335,30.962,95.124,2.9963333333333333,1.65,1.8499999999999999,-0.6456503186946316,2003-04
2003-05-01,Taif,2003,5,33.83548387096774,23.340967741935486,95.01548387096774,2.882903225806452,2.31,3.96,-0.5076923945052726,2003-05
2003-06-01,Taif,2003,6,34.80233333333333,17.494333333333334,94.66866666666667,3.4516666666666667,6.69,10.65,0.228402687290579,2003-06
2003-07-01,Taif,2003,7,33.75806451612903,21.468709677419355,94.71903225806452,3.7174193548387096,0.13,9.13,0.5411739382879276,2003-07
2003-08-01,Taif,2003,8,33.89129032258065,34.832580645161286,94.71225806451612,3.2396774193548388,0.05,6.87,0.5421513374534499,2003-08
2003-09-01,Taif,2003,9,33.907666666666664,28.09466666666667,94.91066666666667,2.719666666666667,0.0,0.18,-0.595404762695005,2003-09
2003-10-01,Taif,2003,10,30.19677419354839,32.62129032258064,95.2925806451613,2.6322580645161286,0.0,0.05,-1.1149781872263766,2003-10
